track_name,artist_name,danceability,energy,instrumentalness,liveness,genre_score,track_pop
Down Hill,348,0.718,0.319,0.00036,0.0895,154.0,0
Tie That Binds,348,0.775,0.688,0.0917,0.108,154.0,0
Cold Heart - PNAU Remix,378,0.795,0.8,7.25e-05,0.0915,103.0,85
Liability,348,0.557,0.706,0.0,0.132,154.0,0
Después de la Playa,145,0.564,0.903,0.0,0.175,57.0,93
MAMIII,156,0.836,0.703,0.0,0.138,346.0,80
Run BTS,140,0.724,0.818,0.0,0.0358,15.0,87
Una Noche en Medellín,286,0.87,0.548,4.6e-05,0.0534,5.0,92
One Kiss (with Dua Lipa),222,0.791,0.862,2.19e-05,0.0814,1107.0,88
Un Ratito,145,0.787,0.546,4.55e-05,0.122,57.0,92
Where Are You Now,721,0.671,0.636,0.000411,0.172,795.0,91
Shivers,364,0.788,0.859,0.0,0.0424,599.0,90
Surface Pressure,569,0.65,0.584,1.54e-06,0.042,0.0,80
How Far I'll Go,129,0.571,0.307,0.0,0.178,149.0,73
We Don't Talk About Bruno,241,0.577,0.45,0.0,0.111,0.0,84
Nobody Like U,3,0.905,0.631,0.0,0.101,26.0,79
The Family Madrigal,1100,0.594,0.628,0.0,0.0582,0.0,79
You're Welcome,356,0.788,0.745,0.0,0.0373,0.0,73
Show Yourself,509,0.321,0.429,9.1e-05,0.0606,81.0,72
Un Poco Loco,99,0.62,0.496,1.36e-05,0.322,42.0,70
"Hakuna Matata - From ""The Lion King""/Soundtrack",837,0.408,0.313,1.18e-05,0.115,153.0,71
"Let It Go - From ""Frozen""/Soundtrack Version",509,0.543,0.485,0.0,0.12,81.0,74
"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",759,0.673,0.42,0.0,0.0897,467.0,69
I'll Make a Man Out of You,342,0.672,0.322,2.96e-05,0.074,70.0,71
"Love Is an Open Door - From ""Frozen""/Soundtrack Version",680,0.737,0.637,0.0,0.319,77.0,70
"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",549,0.689,0.533,7.37e-05,0.0958,42.0,71
A Whole New World,698,0.283,0.227,2.08e-06,0.1,128.0,68
Into the Unknown,509,0.323,0.405,0.000544,0.138,81.0,73
Part of Your World,580,0.274,0.144,0.000388,0.29,149.0,67
You'll Be In My Heart,910,0.568,0.746,3.66e-06,0.0966,120.0,0
He Mele No Lilo,770,0.73,0.331,0.000286,0.104,42.0,65
Waiting On A Miracle,1100,0.48,0.554,0.0,0.131,0.0,75
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",680,0.354,0.411,1e-06,0.106,77.0,68
Friend Like Me,1274,0.688,0.732,0.0,0.145,90.0,69
Zero To Hero,259,0.471,0.832,0.0,0.0821,68.0,0
"When We're Human - From ""The Princess and the Frog""/Soundtrack Version",801,0.689,0.779,1.04e-05,0.384,0.0,0
"Circle of Life - From ""The Lion King""/ Soundtrack",239,0.402,0.391,0.0,0.296,68.0,67
Where You Are,265,0.707,0.656,0.0,0.172,81.0,68
Loyal Brave True,263,0.592,0.39,0.0,0.106,954.0,62
"In Summer - From ""Frozen""/Soundtrack Version",606,0.5,0.342,0.0,0.59,123.0,62
Remember Me (Dúo),803,0.611,0.553,0.0,0.497,920.0,63
Dos Oruguitas,1042,0.423,0.355,0.0,0.0915,43.0,69
When I Am Older,606,0.73,0.326,0.0,0.103,123.0,66
A Whole New World (End Title),1291,0.302,0.414,0.0,0.0861,1086.0,62
What Else Can I Do?,325,0.718,0.709,0.0,0.101,0.0,77
What's This?,299,0.542,0.411,9.53e-06,0.308,4.0,49
Down in New Orleans (Finale),89,0.582,0.831,0.000339,0.17,93.0,61
"Colombia, Mi Encanto",234,0.718,0.88,0.0,0.908,60.0,73
Hawaiian Roller Coaster Ride,770,0.702,0.624,0.0152,0.0669,42.0,66
Speechless (Full),833,0.474,0.489,0.0,0.119,53.0,70
"Dig a Little Deeper - From ""The Princess and the Frog""/Soundtrack Version",561,0.719,0.825,3.75e-06,0.103,68.0,0
U Know What's Up,3,0.812,0.52,1.22e-06,0.0926,26.0,71
A Dream Is a Wish Your Heart Makes,708,0.274,0.0724,1.45e-06,0.0801,51.0,62
"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",1115,0.684,0.471,0.0,0.14,127.0,63
"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",87,0.511,0.317,0.0,0.0826,123.0,0
Some Day My Prince Will Come,37,0.378,0.145,0.0,0.28,42.0,56
Belle,385,0.524,0.504,0.0,0.0817,149.0,64
Strangers Like Me,910,0.672,0.804,0.000312,0.121,120.0,0
"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",680,0.306,0.121,0.000176,0.257,77.0,69
Try Everything,1049,0.705,0.609,0.0,0.0846,884.0,70
Some Things Never Change,680,0.566,0.543,0.0,0.106,77.0,67
"Touch The Sky - From ""Brave""/Soundtrack",616,0.372,0.641,0.0,0.103,9.0,65
"Mother Knows Best - From ""Tangled""/Soundtrack Version",340,0.403,0.259,1.61e-06,0.0451,119.0,64
A Girl Worth Fighting For,698,0.368,0.35,0.0,0.281,128.0,63
Under the Sea,1021,0.511,0.475,0.0,0.105,149.0,67
"I've Got a Dream - From ""Tangled""/Soundtrack Version",759,0.604,0.541,0.0,0.169,467.0,64
We're All In This Together,492,0.76,0.941,0.0,0.649,416.0,65
Arabian Nights,206,0.507,0.197,0.0,0.214,42.0,60
The Bare Necessities,911,0.788,0.247,0.0,0.198,42.0,62
I Just Can't Wait to Be King,523,0.683,0.701,0.0,0.618,0.0,61
I2I,1141,0.728,0.756,0.0,0.743,136.0,63
Poor Unfortunate Souls,896,0.384,0.18,0.0,0.367,68.0,61
"Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version",615,0.507,0.787,0.0,0.198,123.0,0
The Gospel Truth I / Main Titles - Hercules,256,0.472,0.579,0.000163,0.209,68.0,0
It's All Right,598,0.552,0.45,3.22e-05,0.316,2.0,60
All I Want,880,0.376,0.43,0.0,0.0912,538.0,75
"Bibbidi-Bobbidi-Boo - From ""Cinderella""",1247,0.513,0.525,2.42e-05,0.233,68.0,57
"Once Upon a Dream - From ""Maleficent"" / Pop Version",694,0.25,0.325,0.00867,0.104,554.0,57
One Jump Ahead,198,0.564,0.326,0.0,0.742,68.0,59
Carried Me With You,200,0.639,0.666,0.0,0.111,234.0,62
Into the Unknown - Panic! At The Disco Version,892,0.456,0.828,0.0,0.21,91.0,67
Love Is an Open Door,289,0.684,0.718,0.0,0.176,51.0,54
Go the Distance,994,0.218,0.124,0.00159,0.0845,153.0,0
The Rose Song,880,0.437,0.374,0.0,0.107,538.0,55
Immortals,401,0.703,0.856,0.00126,0.38,203.0,65
"I See the Light - From ""Tangled"" / Soundtrack Version",759,0.281,0.139,0.0,0.0725,467.0,69
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",957,0.689,0.333,5.13e-06,0.285,122.0,70
All Is Found - Kacey Musgraves Version,634,0.438,0.19,7.12e-05,0.117,558.0,62
Kiss the Girl - Remastered 2014,1021,0.67,0.235,0.0,0.357,149.0,58
"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",340,0.55,0.332,0.0,0.206,119.0,62
Life is a Highway,958,0.562,0.934,0.0,0.199,28.0,72
"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",378,0.309,0.181,0.000279,0.118,103.0,62
Two Oruguitas,1042,0.563,0.408,0.0,0.086,43.0,69
The World Es Mi Familia,99,0.613,0.478,0.0,0.124,42.0,58
When You Wish Upon a Star,270,0.236,0.261,0.0245,0.424,42.0,58
Honor To Us All,698,0.463,0.444,0.0,0.0948,128.0,0
1 True Love,3,0.622,0.364,5.84e-06,0.122,26.0,65
I See the Light,289,0.504,0.334,0.0,0.11,51.0,55
Start of Something New - Nini Version,880,0.483,0.245,0.0,0.106,538.0,62
"Reflection - From ""Mulan"" / Soundtrack Version",698,0.321,0.29,0.00324,0.361,128.0,60
"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",612,0.272,0.164,0.0011,0.109,123.0,64
Lost in the Woods,602,0.366,0.478,8.91e-06,0.124,81.0,66
Trashin' The Camp,998,0.751,0.719,0.0461,0.38,0.0,58
Lead the Way,574,0.546,0.704,0.0,0.0892,940.0,63
"Into The Open Air - From ""Brave"" / Soundtrack Version",616,0.493,0.491,0.0,0.12,9.0,0
Remember Me (Ernesto de la Cruz),162,0.446,0.587,0.000478,0.143,0.0,61
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",87,0.24,0.0881,5.88e-06,0.152,123.0,0
"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",89,0.512,0.499,2.22e-05,0.284,93.0,0
Something There - Remastered 2018,87,0.581,0.256,2.97e-06,0.0951,123.0,55
Evermore,296,0.285,0.396,6.6e-05,0.102,149.0,65
Stand Out,1141,0.816,0.715,0.0,0.0399,136.0,61
Story of My Life,883,0.6,0.663,0.0,0.119,705.0,82
Best Day Of My Life,70,0.673,0.902,0.000262,0.0558,856.0,79
Me And My Broken Heart,982,0.545,0.783,0.0,0.132,773.0,78
Fight Song,946,0.564,0.714,0.0,0.155,1014.0,78
"Hey, Soul Sister",1217,0.673,0.886,0.0,0.0826,1014.0,82
What Makes You Beautiful,883,0.726,0.787,0.0,0.0596,705.0,84
Stitches,1057,0.746,0.754,0.0,0.0486,621.0,4
Payphone,772,0.739,0.756,0.0,0.37,538.0,72
A Thousand Years,264,0.421,0.407,0.000961,0.11,1169.0,71
Shut Up and Dance,1257,0.578,0.866,0.0,0.257,657.0,83
Stereo Hearts (feat. Adam Levine),468,0.646,0.795,0.0,0.267,357.0,57
Pompeii,151,0.679,0.715,0.0,0.271,761.0,73
Something Just Like This,1150,0.617,0.635,1.44e-05,0.164,1161.0,84
Drag Me Down,883,0.73,0.703,0.0,0.0657,705.0,80
Good Time,886,0.56,0.872,6.98e-06,0.371,766.0,78
Little Do You Know,49,0.5,0.292,0.0,0.188,871.0,77
Treat You Better,1057,0.444,0.819,0.0,0.107,621.0,83
Hall of Fame (feat. will.i.am),1182,0.421,0.873,0.0,0.123,1022.0,69
Classic,741,0.72,0.791,0.0,0.157,1130.0,82
Let Her Go,895,0.479,0.545,0.0,0.0963,759.0,67
Scars To Your Beautiful,47,0.573,0.739,0.0,0.111,1010.0,47
Just the Way You Are,211,0.635,0.841,0.0,0.0622,836.0,81
Perfect,364,0.599,0.448,0.0,0.106,599.0,86
There's Nothing Holdin' Me Back,1057,0.866,0.813,0.0,0.0779,621.0,85
7 Years,730,0.765,0.473,0.0,0.391,553.0,79
Blank Space,1131,0.752,0.678,1.64e-06,0.13,538.0,63
Fireflies,886,0.512,0.662,0.0,0.118,766.0,79
Please Don't Go,581,0.513,0.768,1.94e-05,0.294,27.0,72
Lost Boy,1003,0.71,0.0565,0.0,0.0889,673.0,72
Say You Won't Let Go,538,0.358,0.557,0.0,0.0902,616.0,84
Wake Me Up,134,0.532,0.783,0.0012,0.161,1079.0,19
I Like Me Better,697,0.752,0.505,2.55e-06,0.104,907.0,82
Happier,773,0.687,0.792,0.0,0.167,1045.0,83
High Hopes,892,0.579,0.904,0.0,0.064,91.0,82
Glad You Came,1190,0.61,0.841,9.85e-06,0.118,1076.0,64
All of Me,587,0.422,0.264,0.0,0.132,645.0,84
Youngblood,4,0.596,0.854,0.0,0.124,986.0,81
Stronger (What Doesn't Kill You),655,0.559,0.937,0.0,0.115,1032.0,0
Rude,736,0.773,0.758,0.0,0.305,11.0,81
Sucker,601,0.842,0.734,0.0,0.106,986.0,81
"Sit Still, Look Pretty",311,0.655,0.74,0.0,0.106,1358.0,72
Riptide,1242,0.484,0.731,0.0,0.151,789.0,79
Sugar,772,0.748,0.788,0.0,0.0863,538.0,81
We Are Young (feat. Janelle Monáe),1313,0.378,0.638,7.66e-05,0.0849,229.0,77
Grenade,211,0.704,0.558,0.0,0.107,836.0,78
Ophelia,1168,0.664,0.573,0.000363,0.0857,106.0,76
Drive By,1217,0.765,0.837,1.06e-05,0.0801,1014.0,78
If I Die Young,1145,0.606,0.497,0.0,0.275,34.0,69
See You Again (feat. Charlie Puth),1281,0.689,0.481,1.03e-06,0.0649,446.0,82
I Won't Give Up,548,0.483,0.303,0.0,0.115,742.0,70
Someone You Loved,704,0.501,0.405,0.0,0.105,599.0,85
Firework,650,0.638,0.832,0.0,0.113,954.0,69
Some Nights,1313,0.672,0.738,6.75e-05,0.0927,229.0,71
Call Me Maybe,236,0.783,0.58,2.28e-06,0.108,1071.0,73
Just Give Me a Reason (feat. Nate Ruess),888,0.778,0.547,0.000302,0.132,836.0,80
A Sky Full of Stars,274,0.545,0.675,0.00197,0.209,575.0,81
We Are Never Ever Getting Back Together,1131,0.628,0.676,2.65e-05,0.102,538.0,60
Closer,1150,0.748,0.524,0.0,0.111,1161.0,84
Heartbeat Song,655,0.49,0.798,0.0,0.0627,1032.0,66
Take Me To Church,502,0.566,0.664,0.0,0.116,548.0,82
Tonight Tonight,501,0.686,0.783,0.0,0.163,1183.0,74
Shake It Off,1131,0.647,0.785,0.0,0.148,538.0,73
We Don't Talk Anymore (feat. Selena Gomez),252,0.728,0.563,0.0,0.179,873.0,69
Thinking out Loud,364,0.781,0.445,0.0,0.184,599.0,82
The Middle,1298,0.753,0.657,0.0,0.112,1272.0,81
Take Me to Church,502,0.566,0.664,0.0,0.116,548.0,76
Roar,650,0.554,0.772,6.6e-06,0.354,954.0,73
YOUTH,1225,0.628,0.737,0.0,0.0777,891.0,66
Hey Brother,134,0.545,0.78,4.64e-05,0.0828,1079.0,6
Take on the World,1287,0.557,0.532,4.42e-06,0.0999,225.0,65
Shout Out to My Ex,713,0.773,0.747,8.23e-06,0.11,1043.0,1
Set Fire to the Rain,33,0.61,0.683,1.79e-06,0.125,615.0,1
Everybody Talks,844,0.471,0.924,0.0,0.313,453.0,80
Love Yourself,619,0.609,0.378,0.0,0.28,584.0,84
Say Something,8,0.407,0.147,2.89e-06,0.0913,866.0,74
Good Life,884,0.634,0.69,0.0,0.132,975.0,73
Thunder,510,0.605,0.822,0.134,0.147,201.0,84
Little Talks,874,0.457,0.757,0.0,0.146,346.0,80
Mine,1131,0.624,0.757,1.87e-06,0.189,538.0,65
Ho Hey,1168,0.685,0.474,1.23e-06,0.149,106.0,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",377,0.475,0.606,0.0,0.125,1097.0,52
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",999,0.654,0.798,0.0,0.15,1149.0,58
Beautiful People (feat. Khalid),364,0.64,0.647,0.0,0.0801,599.0,74
Somebody That I Used To Know,453,0.864,0.495,0.000133,0.0992,18.0,76
Someone Like You,33,0.559,0.33,0.0,0.0975,615.0,1
Believer,510,0.776,0.78,0.0,0.081,201.0,87
Billionaire (feat. Bruno Mars),1219,0.633,0.673,0.0,0.206,357.0,72
Stay With Me,1019,0.418,0.42,6.39e-05,0.11,897.0,81
Shape of You,364,0.825,0.652,0.0,0.0931,599.0,86
Watermelon Sugar,484,0.548,0.816,0.0,0.335,538.0,90
Without Me,475,0.752,0.488,9.11e-06,0.0936,931.0,78
Side To Side,109,0.65,0.736,0.0,0.235,836.0,3
abcdefu,427,0.695,0.54,0.0,0.367,3.0,91
When Love Takes Over (feat. Kelly Rowland),308,0.658,0.863,0.000193,0.2,1087.0,63
We're Good,353,0.722,0.588,0.0,0.183,897.0,78
Green Light,719,0.594,0.721,8.55e-06,0.0879,940.0,74
Say My Name,321,0.522,0.676,0.0,0.134,953.0,62
Fingers Crossed,696,0.603,0.473,0.0,0.31,640.0,47
Pon de Replay,979,0.779,0.64,0.00077,0.101,882.0,77
Slide Away,804,0.53,0.538,2.83e-06,0.248,954.0,70
you broke me first,1130,0.667,0.373,0.0,0.0906,538.0,84
One Dance,348,0.792,0.625,0.0018,0.329,154.0,85
Survivor,321,0.514,0.911,0.0,0.775,953.0,70
Break My Heart,353,0.73,0.729,1.39e-06,0.349,897.0,79
Another Love,1208,0.445,0.537,1.65e-05,0.0944,542.0,89
Black or White - Single Version,799,0.759,0.927,0.029,0.374,589.0,64
Empire State of Mind (Part II) Broken Down,57,0.484,0.368,3.82e-05,0.118,658.0,72
Nobody,776,0.673,0.687,0.0,0.181,1152.0,52
Falling,484,0.567,0.267,1.46e-06,0.089,538.0,85
Don't Start Now,353,0.794,0.793,0.0,0.0952,897.0,80
Shoop,1014,0.939,0.675,0.0,0.0565,415.0,70
Viva La Vida,274,0.486,0.617,3.23e-06,0.109,575.0,81
The Bones,768,0.612,0.57,0.0,0.0963,27.0,2
Holy (feat. Chance The Rapper),619,0.528,0.693,0.0,0.0905,584.0,42
Blame (feat. John Newman),222,0.414,0.857,0.00574,0.343,1107.0,77
What I Am - Radio Edit,1202,0.698,0.784,0.158,0.116,4.0,44
Better Days (NEIKED x Mae Muller x Polo G),827,0.717,0.671,2.54e-06,0.0921,9.0,84
Domino,571,0.758,0.557,0.0,0.0418,1013.0,75
Monster (Shawn Mendes & Justin Bieber),1057,0.64,0.392,0.0,0.0839,621.0,71
Cheap Thrills,1066,0.628,0.698,0.00143,0.0907,560.0,61
Everybody (Backstreet's Back) - Radio Edit,144,0.731,0.853,0.0,0.268,330.0,75
The Motto,1205,0.754,0.763,2.23e-05,0.0901,1161.0,90
Post Malone (feat. RANI),1015,0.59,0.642,0.0,0.105,1145.0,69
Never Ever,60,0.738,0.541,0.0,0.0492,439.0,62
Do It To It,14,0.854,0.806,0.0542,0.0703,0.0,87
Señorita,622,0.841,0.63,0.0,0.0742,836.0,67
Bad Habits,364,0.808,0.897,3.14e-05,0.364,599.0,29
Before You Go,704,0.459,0.575,0.0,0.0885,599.0,82
Big Yellow Taxi,281,0.669,0.873,0.0,0.137,292.0,52
The Way I Are,1200,0.731,0.807,0.751,0.319,987.0,81
Here With Me,773,0.791,0.565,0.0,0.156,1045.0,73
Yeah 3x,260,0.705,0.882,1.16e-06,0.0934,983.0,70
It Feels So Good,1089,0.634,0.677,0.00103,0.126,4.0,64
Walking Away,284,0.596,0.688,0.0,0.121,448.0,62
when the party's over,175,0.367,0.111,3.97e-05,0.0897,625.0,81
3 Nights,337,0.815,0.518,0.0,0.104,543.0,78
Bad Romance,692,0.696,0.921,5.24e-05,0.0842,852.0,81
Waiting for Tonight,562,0.695,0.945,0.0727,0.103,934.0,62
Intentions,619,0.811,0.553,0.0,0.105,584.0,74
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",222,0.893,0.745,0.0,0.0943,1107.0,82
My Love Is Your Love,1270,0.77,0.475,4.72e-06,0.0607,875.0,67
Independent Women Part I,321,0.517,0.598,2.22e-06,0.183,953.0,39
Prisoner (feat. Dua Lipa),804,0.781,0.67,0.0,0.0761,954.0,48
Adore You,484,0.676,0.771,7e-06,0.102,538.0,86
Boombastic,1048,0.867,0.538,1.75e-05,0.316,70.0,70
Like I Love You,622,0.853,0.811,0.000307,0.0703,836.0,63
good 4 u,880,0.556,0.661,0.0,0.101,538.0,31
Boy With Luv (feat. Halsey),140,0.645,0.862,0.0,0.192,15.0,20
Try Sleeping with a Broken Heart,57,0.496,0.821,0.246,0.13,658.0,60
"What Is Love - 7"" Mix",472,0.683,0.772,0.0149,0.203,16.0,72
Get the Party Started,888,0.802,0.903,0.0,0.173,836.0,69
Save Your Tears (with Ariana Grande) (Remix),1191,0.65,0.825,2.44e-05,0.0936,594.0,85
Safe And Sound,229,0.655,0.819,0.00374,0.104,15.0,83
No Diggity,181,0.867,0.646,0.0,0.279,599.0,77
Here Without You,2,0.557,0.533,0.0,0.205,165.0,75
Easier,4,0.505,0.428,0.0,0.0977,986.0,1
You Need To Calm Down,1131,0.771,0.671,0.0,0.0637,538.0,77
Locked Away (feat. Adam Levine),944,0.509,0.671,0.0,0.0452,13.0,77
I Knew I Loved You,1033,0.61,0.497,6.11e-05,0.0884,470.0,70
My Universe,274,0.588,0.701,0.0,0.2,575.0,86
Chariot,434,0.376,0.832,0.0,0.333,1040.0,52
Beautiful Mistakes (feat. Megan Thee Stallion),772,0.713,0.676,0.0,0.154,538.0,34
Kings & Queens,130,0.637,0.69,0.0,0.124,836.0,18
Radioactive,510,0.448,0.784,0.000108,0.668,201.0,77
Changes,1,0.865,0.657,0.0,0.14,84.0,68
U Remind Me,1236,0.657,0.629,0.0,0.254,933.0,71
Slow Hands,846,0.734,0.418,0.0,0.0579,954.0,0
Doo Wop (That Thing),825,0.535,0.505,0.0,0.0923,126.0,73
Halo,171,0.508,0.72,0.0,0.0563,881.0,75
bad guy,175,0.701,0.425,0.13,0.1,625.0,84
Uddne Do,71,0.559,0.658,0.0,0.112,766.0,44
"Phisal Jaa Tu (From ""Haseen Dillruba"")",26,0.694,0.563,0.00105,0.16,562.0,45
Zindagi Ko Hi5,821,0.582,0.554,0.0,0.113,0.0,53
Roz Roz,1193,0.653,0.446,4.52e-05,0.109,94.0,62
Main Sherni (From Sherni),19,0.629,0.802,0.0,0.128,562.0,37
Mirchi,290,0.871,0.608,0.0,0.0876,396.0,55
Zinda Dili,1011,0.488,0.889,0.0,0.13,772.0,44
Musafir x Wanderer,1289,0.299,0.288,0.00627,0.101,0.0,36
Rihaa,111,0.465,0.664,0.068,0.156,766.0,47
Heer Ranjha (Lost Stories & somanshu Remix),172,0.631,0.674,9.26e-06,0.299,352.0,44
Mawaali Dil,1055,0.523,0.564,1.84e-05,0.129,2.0,30
Yeh Raastey,1251,0.64,0.355,2.36e-06,0.097,0.0,38
Liggi,980,0.786,0.667,0.053,0.074,422.0,0
Thandi Hawa (Nucleya Remix),980,0.603,0.509,0.325,0.117,422.0,0
Kasoor,933,0.558,0.497,5.36e-06,0.0799,413.0,69
"Kudi Nu Nachne De (From ""Angrezi Medium"")",1253,0.834,0.688,0.0,0.174,825.0,61
kya karoon?,1294,0.723,0.561,7.11e-06,0.228,363.0,48
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",1244,0.384,0.728,1.85e-05,0.329,328.0,65
Mummy,1243,0.475,0.555,0.00281,0.2,0.0,29
Tere Naina Yaad Aaye,1032,0.609,0.566,0.0357,0.118,0.0,0
"Ek Zindagi (From ""Angrezi Medium"")",1126,0.688,0.609,0.0,0.157,0.0,62
Makhna,1125,0.696,0.704,0.0,0.155,562.0,71
"Humraah (From ""Malang - Unleash The Madness"")",1007,0.468,0.854,0.0,0.126,562.0,66
Naina Da Kya Kasoor,72,0.845,0.659,0.0129,0.0782,766.0,66
Baatein Karo,1243,0.76,0.551,0.000713,0.154,0.0,55
"Lagdi Lahore Di (From ""Street Dancer 3D"")",467,0.786,0.797,0.0,0.0861,621.0,60
Dil Na Jaaneya,991,0.791,0.348,1.45e-06,0.097,562.0,63
Kya Karoon?,1053,0.594,0.548,0.00146,0.117,766.0,54
Yaad Piya Ki Aane Lagi,842,0.858,0.833,0.0,0.112,766.0,63
La La La,842,0.774,0.781,0.0,0.111,766.0,63
Khud Se Zyada,1125,0.765,0.793,1.87e-06,0.14,562.0,41
Phir Se Ud Chala,811,0.647,0.656,0.000163,0.343,766.0,64
Vaaste,324,0.444,0.479,0.0,0.095,562.0,67
Leja Re,1125,0.791,0.761,0.0,0.107,562.0,62
tere bina,1294,0.889,0.341,3.7e-06,0.0734,363.0,63
Sajna Ve,1254,0.602,0.378,0.0,0.134,562.0,52
Life Is Crazy,1053,0.638,0.812,2.34e-05,0.282,766.0,49
Haaye Oye (feat. Ash King),941,0.633,0.727,0.0,0.153,562.0,66
Tum Se Hi,938,0.609,0.538,0.0,0.125,805.0,72
Ilahi,938,0.593,0.967,2.54e-05,0.105,805.0,65
Ok Jaanu Title Track,12,0.598,0.887,5.84e-06,0.166,766.0,57
Taake Jhanke,111,0.656,0.558,1.84e-06,0.0953,766.0,53
"Ghungroo (From ""War"")",1255,0.695,0.727,0.000175,0.533,766.0,69
Tareefan,941,0.829,0.654,5.01e-06,0.2,562.0,65
Udd Gaye - Bacardi House Party Sessions,980,0.595,0.818,0.0386,0.142,422.0,0
Sau Aasmaan,118,0.63,0.729,8e-06,0.0786,766.0,65
Subah Subah,111,0.538,0.646,0.0,0.196,766.0,52
Patakha Guddi,1110,0.814,0.791,0.0,0.124,0.0,58
Main Kya Karoon,938,0.784,0.454,0.000502,0.102,805.0,53
Buddhu Sa Mann,65,0.644,0.87,0.0,0.549,766.0,62
Theher Ja,28,0.662,0.31,0.861,0.108,234.0,55
Befikra,788,0.6,0.979,0.0,0.1,766.0,61
Locked out of Heaven,211,0.728,0.697,0.0,0.282,836.0,55
Superheroes,1182,0.49,0.885,0.0,0.0741,1022.0,75
Galway Girl,364,0.624,0.876,0.0,0.327,599.0,78
Attention,252,0.775,0.613,2.33e-05,0.134,873.0,82
I Lived,884,0.593,0.851,0.0,0.271,975.0,71
Symphony (feat. Zara Larsson),269,0.715,0.605,1.41e-05,0.189,1113.0,76
Dynamite,1123,0.751,0.783,0.0,0.036,895.0,81
Speakerphone,982,0.728,0.73,0.0,0.1,773.0,52
The Nights,134,0.527,0.835,0.0,0.249,1079.0,86
Back Home,84,0.621,0.827,0.0,0.0815,1164.0,62
This Isn’t The End,886,0.664,0.655,0.000312,0.15,766.0,52
Shallow,692,0.572,0.385,0.0,0.231,852.0,83
Stand By You,946,0.506,0.897,0.000451,0.0868,1014.0,65
2002,95,0.697,0.683,0.0,0.137,1175.0,81
Girls Like You (feat. Cardi B) - Cardi B Version,772,0.851,0.541,0.0,0.13,538.0,74
This Town,846,0.677,0.401,0.0,0.116,954.0,78
The Lazy Song,211,0.794,0.711,0.0,0.0955,836.0,76
Truthfully,291,0.723,0.643,0.0,0.332,954.0,63
Up,881,0.692,0.831,0.0,0.103,1253.0,72
Our Song,95,0.572,0.759,0.0,0.224,1175.0,72
"Honey, I'm Good.",84,0.752,0.775,0.0,0.351,1164.0,73
Castle on the Hill,364,0.461,0.834,1.14e-05,0.14,599.0,78
Unbelievable,886,0.769,0.611,0.0,0.246,766.0,53
Wolves,1043,0.724,0.804,0.0,0.204,954.0,79
On My Way,1059,0.569,0.873,0.0,0.104,1181.0,57
Waving Through a Window - From Dear Evan Hansen,886,0.555,0.709,0.0,0.15,766.0,51
Steal My Girl,883,0.536,0.768,0.0,0.114,705.0,80
Hallucinogenics,780,0.549,0.653,0.0,0.0969,91.0,69
Moving Forward,276,0.411,0.591,3.22e-06,0.084,348.0,51
Cringe,780,0.729,0.474,0.0,0.0758,91.0,64
Would That I,502,0.521,0.526,0.00537,0.108,548.0,62
Dancing After Death,780,0.424,0.502,0.0,0.0998,91.0,54
Don't Show Your Weakness,1156,0.508,0.82,2.73e-06,0.2,449.0,45
Me and My Friends Are Lonely,780,0.668,0.491,0.0,0.15,91.0,53
SAD (Clap Your Hands),1288,0.671,0.874,2.72e-05,0.294,391.0,65
Put It on Me,780,0.629,0.414,7.78e-05,0.0807,91.0,64
Amen,69,0.499,0.187,1.23e-05,0.0822,91.0,53
Straight Razor,780,0.546,0.676,0.000134,0.338,91.0,47
Learning How to Love,276,0.381,0.625,0.0,0.0956,348.0,39
Headsick (feat. Manchester Orchestra),1234,0.649,0.724,9.23e-06,0.479,0.0,42
"Wasteland, Baby!",502,0.427,0.407,0.386,0.109,548.0,62
Tribulation,780,0.413,0.666,0.0,0.0844,91.0,51
Shut Up,1156,0.642,0.788,0.0,0.228,449.0,44
I Just Don't Care That Much - Stripped,780,0.594,0.29,0.0,0.0692,91.0,38
Carry On,1288,0.639,0.654,8.45e-05,0.16,391.0,53
Unconditional,780,0.771,0.378,9.26e-05,0.0956,91.0,44
Just My Soul Responding,69,0.523,0.794,2.62e-05,0.141,91.0,47
Tread On Me,780,0.59,0.486,0.0,0.216,91.0,47
You Know It,276,0.404,0.962,0.0,0.146,348.0,68
